            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2458240.500000000, A.D. 2018-May-02 00:00:00.0000, -7.581479822518152E-01, -6.124951178464332E-01, -2.652876844352744E-01,  1.157628210524074E-02, -1.215559788979845E-02, -5.289842321450229E-03,
2458241.500000000, A.D. 2018-May-03 00:00:00.0000, -7.464403314021469E-01, -6.245068643253380E-01, -2.705204581878113E-01,  1.183412866282313E-02, -1.186630596518553E-02, -5.174770484561878E-03,
2458242.500000000, A.D. 2018-May-04 00:00:00.0000, -7.344895518521124E-01, -6.362254082136393E-01, -2.756356670731375E-01,  1.206252610169503E-02, -1.157003527965810E-02, -5.055020833041759E-03,
2458243.500000000, A.D. 2018-May-05 00:00:00.0000, -7.223249890103060E-01, -6.476462254212492E-01, -2.806295419106680E-01,  1.226181658290900E-02, -1.127162124223858E-02, -4.932393556353065E-03,
2458244.500000000, A.D. 2018-May-06 00:00:00.0000, -7.099752842955664E-01, -6.587694066676731E-01, -2.855000599241470E-01,  1.243302619416069E-02, -1.097546268676617E-02, -4.808580171869079E-03,
2458245.500000000, A.D. 2018-May-07 00:00:00.0000, -6.974677952119990E-01, -6.695992494093010E-01, -2.902468392236545E-01,  1.257767321965767E-02, -1.068559180609339E-02, -4.685175747680616E-03,
2458246.500000000, A.D. 2018-May-08 00:00:00.0000, -6.848281540145138E-01, -6.801439497924838E-01, -2.948710603816398E-01,  1.269768632031794E-02, -1.040579548144256E-02, -4.563717910928438E-03,
2458247.500000000, A.D. 2018-May-09 00:00:00.0000, -6.720798473693917E-01, -6.904154193243885E-01, -2.993754326564217E-01,  1.279544491339880E-02, -1.013973429846320E-02, -4.445733838150406E-03,
2458248.500000000, A.D. 2018-May-10 00:00:00.0000, -6.592436960261620E-01, -7.004291963008933E-01, -3.037642026021012E-01,  1.287393635489956E-02, -9.891003511388437E-03, -4.332774354674911E-03,
2458249.500000000, A.D. 2018-May-11 00:00:00.0000, -6.463371287627180E-01, -7.102043647628077E-01, -3.080431806246319E-01,  1.293700357761637E-02, -9.663077115533840E-03, -4.226411547546885E-03,
2458250.500000000, A.D. 2018-May-12 00:00:00.0000, -6.333731861806411E-01, -7.197633345177034E-01, -3.122197361780978E-01,  1.298962444099989E-02, -9.459076947930297E-03, -4.128174144499432E-03,
