            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2458186.500000000, A.D. 2018-Mar-09 00:00:00.0000, -9.714707427209739E-01,  1.876397885957501E-01,  8.134386989284761E-02, -3.829690918201490E-03, -1.550359778493952E-02, -6.720532271462767E-03,
2458187.500000000, A.D. 2018-Mar-10 00:00:00.0000, -9.751535541417076E-01,  1.721079078259844E-01,  7.461113980859188E-02, -3.535734092421311E-03, -1.555937944993020E-02, -6.744591116756900E-03,
2458188.500000000, A.D. 2018-Mar-11 00:00:00.0000, -9.785418309366271E-01,  1.565226086036563E-01,  6.785536505602410E-02, -3.240637532698161E-03, -1.561042453491336E-02, -6.766617814369505E-03,
2458189.500000000, A.D. 2018-Mar-12 00:00:00.0000, -9.816344818101933E-01,  1.408886573548052E-01,  6.107858898515881E-02, -2.944498949057157E-03, -1.565667390467228E-02, -6.786590116303560E-03,
2458190.500000000, A.D. 2018-Mar-13 00:00:00.0000, -9.844305157212452E-01,  1.252108782591689E-01,  5.428287683163169E-02, -2.647421234865924E-03, -1.569807091820235E-02, -6.804486395492458E-03,
2458191.500000000, A.D. 2018-Mar-14 00:00:00.0000, -9.869290475797716E-01,  1.094941514330636E-01,  4.747031537653478E-02, -2.349513708612190E-03, -1.573456022199094E-02, -6.820285122511698E-03,
2458192.500000000, A.D. 2018-Mar-15 00:00:00.0000, -9.891293057483562E-01,  9.374341179240954E-02,  4.064301297870243E-02, -2.050894393347951E-03, -1.576608767614616E-02, -6.833964678904987E-03,
2458193.500000000, A.D. 2018-Mar-16 00:00:00.0000, -9.910306420883013E-01,  7.796364725012035E-02,  3.380309954507821E-02, -1.751692704261158E-03, -1.579260180987944E-02, -6.845503694481929E-03,
2458194.500000000, A.D. 2018-Mar-17 00:00:00.0000, -9.926325445576739E-01,  6.215989461363673E-02,  2.695272584912229E-02, -1.452051711319535E-03, -1.581405696461268E-02, -6.854882024331765E-03,
2458195.500000000, A.D. 2018-Mar-18 00:00:00.0000, -9.939346514629747E-01,  4.633723157027697E-02,  2.009406155144216E-02, -1.152129025884820E-03, -1.583041789834776E-02, -6.862082350719102E-03,
2458196.500000000, A.D. 2018-Mar-19 00:00:00.0000, -9.949367655491633E-01,  3.050076361274997E-02,  1.322929138012406E-02, -8.520954793572636E-04, -1.584166514371877E-02, -6.867092212821872E-03,
2458197.500000000, A.D. 2018-Mar-20 00:00:00.0000, -9.956388654778335E-01,  1.465560568001898E-02,  6.360609216912991E-03, -5.521312103174683E-04, -1.584780001598640E-02, -6.869906092622554E-03,
2458198.500000000, A.D. 2018-Mar-21 00:00:00.0000, -9.960411121928916E-01, -1.193140534190379E-03, -5.097897429835970E-04, -2.524194626738732E-04, -1.584884808948127E-02, -6.870527108885648E-03,
2458199.500000000, A.D. 2018-Mar-22 00:00:00.0000, -9.961438483109258E-01, -1.704041161306463E-02, -7.379718169148329E-03,  4.686097105478728E-05, -1.584486031162609E-02, -6.868967953279575E-03,
2458200.500000000, A.D. 2018-Mar-23 00:00:00.0000, -9.959475897754883E-01, -3.288120726945344E-02, -1.424700625588947E-02,  3.455434725904418E-04, -1.583591155153374E-02, -6.865250911392240E-03,
2458201.500000000, A.D. 2018-Mar-24 00:00:00.0000, -9.954530101270510E-01, -4.871061259670736E-02, -2.110951096349645E-02,  6.434805199811245E-04, -1.582209693550951E-02, -6.859407027283015E-03,
2458202.500000000, A.D. 2018-Mar-25 00:00:00.0000, -9.946609184774982E-01, -6.452381577693750E-02, -2.796512406204784E-02,  9.405493101166795E-04, -1.580352650912728E-02, -6.851474570482297E-03,
2458203.500000000, A.D. 2018-Mar-26 00:00:00.0000, -9.935722325907818E-01, -8.031611977463234E-02, -3.481177834521686E-02,  1.236655899128361E-03, -1.578031857891036E-02, -6.841496918994459E-03,
2458204.500000000, A.D. 2018-Mar-27 00:00:00.0000, -9.921879486658052E-01, -9.608294675582926E-02, -4.164745144344309E-02,  1.531737580961030E-03, -1.575259182809954E-02, -6.829519871816988E-03,
2458205.500000000, A.D. 2018-Mar-28 00:00:00.0000, -9.905091098925667E-01, -1.118198340617796E-01, -4.847016666386199E-02,  1.825762810163390E-03, -1.572045637132287E-02, -6.815588401493075E-03,
2458206.500000000, A.D. 2018-Mar-29 00:00:00.0000, -9.885367767226664E-01, -1.275224209856487E-01, -5.527799037514512E-02,  2.118727692959081E-03, -1.568400450348023E-02, -6.799743051939142E-03,
2458207.500000000, A.D. 2018-Mar-30 00:00:00.0000, -9.862720026513412E-01, -1.431864267853581E-01, -6.206902582482507E-02,  2.410648453137094E-03, -1.564330275386147E-02, -6.782016524129015E-03,
2458208.500000000, A.D. 2018-Mar-31 00:00:00.0000, -9.837158193556699E-01, -1.588076222710921E-01, -6.884140396441242E-02,  2.701550486198505E-03, -1.559838731653848E-02, -6.762431243900279E-03,
2458209.500000000, A.D. 2018-Apr-01 00:00:00.0000, -9.808692336567669E-01, -1.743817991971238E-01, -7.559327264033572E-02,  2.991456111768188E-03, -1.554926437531646E-02, -6.740998610993388E-03,
2458210.500000000, A.D. 2018-Apr-02 00:00:00.0000, -9.777332361663210E-01, -1.899047424971505E-01, -8.232278598590362E-02,  3.280373935851673E-03, -1.549591531113696E-02, -6.717720130054059E-03,
2458211.500000000, A.D. 2018-Apr-03 00:00:00.0000, -9.743088187193240E-01, -2.053722095154460E-01, -8.902809572239725E-02,  3.568292200151617E-03, -1.543830509628481E-02, -6.692589976553810E-03,
2458212.500000000, A.D. 2018-Apr-04 00:00:00.0000, -9.705969960529767E-01, -2.207799181673337E-01, -9.570734538902009E-02,  3.855176923981022E-03, -1.537639132853009E-02, -6.665598131533669E-03,
2458213.500000000, A.D. 2018-Apr-05 00:00:00.0000, -9.665988272441211E-01, -2.361235434906844E-01, -1.023586676222053E-01,  4.140974000799226E-03, -1.531013168706247E-02, -6.636733222599782E-03,
2458214.500000000, A.D. 2018-Apr-06 00:00:00.0000, -9.623154337875466E-01, -2.513987203349946E-01, -1.089801838870444E-01,  4.425613503575892E-03, -1.523948866001743E-02, -6.605984531706748E-03,
2458215.500000000, A.D. 2018-Apr-07 00:00:00.0000, -9.577480130186249E-01, -2.666010493555002E-01, -1.155700057257595E-01,  4.709014428918950E-03, -1.516443149084854E-02, -6.573343026177116E-03,
2458216.500000000, A.D. 2018-Apr-08 00:00:00.0000, -9.528978471264528E-01, -2.817261038120391E-01, -1.221262366000643E-01,  4.991088612933223E-03, -1.508493597883319E-02, -6.538801554061321E-03,
2458217.500000000, A.D. 2018-Apr-09 00:00:00.0000, -9.477663089657149E-01, -2.967694354586161E-01, -1.286469736215304E-01,  5.271743150240339E-03, -1.500098300814460E-02, -6.502354473742650E-03,
2458218.500000000, A.D. 2018-Apr-10 00:00:00.0000, -9.423548663013809E-01, -3.117265786831313E-01, -1.351303087507997E-01,  5.550881101175532E-03, -1.491255665164926E-02, -6.463997009555036E-03,
2458219.500000000, A.D. 2018-Apr-11 00:00:00.0000, -9.366650861830602E-01, -3.265930528524862E-01, -1.415743293308791E-01,  5.828400553810021E-03, -1.481964259476340E-02, -6.423724608850104E-03,
2458220.500000000, A.D. 2018-Apr-12 00:00:00.0000, -9.306986409761637E-01, -3.413643635248139E-01, -1.479771180886476E-01,  6.104192310840638E-03, -1.472222755489248E-02, -6.381532565527079E-03,
2458221.500000000, A.D. 2018-Apr-13 00:00:00.0000, -9.244573171923404E-01, -3.560360038437849E-01, -1.543367530040086E-01,  6.378136715942913E-03, -1.462030032491261E-02, -6.337416175799694E-03,
2458222.500000000, A.D. 2018-Apr-14 00:00:00.0000, -9.179430275787774E-01, -3.706034580068093E-01, -1.606513077052537E-01,  6.650100489776044E-03, -1.451385493952385E-02, -6.291371670361545E-03,
2458223.500000000, A.D. 2018-Apr-15 00:00:00.0000, -9.111578258468737E-01, -3.850622090387729E-01, -1.669188532503071E-01,  6.919934859780937E-03, -1.440289609208747E-02, -6.243398061277399E-03,
2458224.500000000, A.D. 2018-Apr-16 00:00:00.0000, -9.041039219877466E-01, -3.994077528991671E-01, -1.731374621814911E-01,  7.187476508017470E-03, -1.428744620826348E-02, -6.193499795699692E-03,
2458225.500000000, A.D. 2018-Apr-17 00:00:00.0000, -8.967836946876058E-01, -4.136356198836741E-01, -1.793052154543425E-01,  7.452552561496760E-03, -1.416755262443240E-02, -6.141689737080098E-03,
2458226.500000000, A.D. 2018-Apr-18 00:00:00.0000, -8.891996966105759E-01, -4.277414023139615E-01, -1.854202121757718E-01,  7.714989759918319E-03, -1.404329257802178E-02, -6.087991646109641E-03,
2458227.500000000, A.D. 2018-Apr-19 00:00:00.0000, -8.813546489827627E-01, -4.417207851777021E-01, -1.914805811876563E-01,  7.974626297428601E-03, -1.391477382463248E-02, -6.032441255901866E-03,
2458228.500000000, A.D. 2018-Apr-20 00:00:00.0000, -8.732514241563352E-01, -4.555695747310866E-01, -1.974844927689711E-01,  8.231323487851216E-03, -1.378212994093182E-02, -5.975085393963422E-03,
2458229.500000000, A.D. 2018-Apr-21 00:00:00.0000, -8.648930178755146E-01, -4.692837200592307E-01, -2.034301685057766E-01,  8.484974266957211E-03, -1.364551124056393E-02, -5.915979275890759E-03,
2458230.500000000, A.D. 2018-Apr-22 00:00:00.0000, -8.562825154227677E-01, -4.828593243058400E-01, -2.093158878290821E-01,  8.735506791980242E-03, -1.350507364373545E-02, -5.855182700692393E-03,
2458231.500000000, A.D. 2018-Apr-23 00:00:00.0000, -8.474230566543987E-01, -4.962926448274321E-01, -2.151399905895463E-01,  8.982883211670099E-03, -1.336096802552562E-02, -5.792756074264336E-03,
2458232.500000000, A.D. 2018-Apr-24 00:00:00.0000, -8.383178041437248E-01, -5.095800836662310E-01, -2.209008758746779E-01,  9.227094957375580E-03, -1.321333167445928E-02, -5.728756952426902E-03,
2458233.500000000, A.D. 2018-Apr-25 00:00:00.0000, -8.289699170957679E-01, -5.227181707725999E-01, -2.265969977630434E-01,  9.468156145531367E-03, -1.306228233221620E-02, -5.663237388445968E-03,
2458234.500000000, A.D. 2018-Apr-26 00:00:00.0000, -8.193825323193971E-01, -5.357035424709041E-01, -2.322268588310507E-01,  9.706096187786822E-03, -1.290791457801421E-02, -5.596242076886875E-03,
2458235.500000000, A.D. 2018-Apr-27 00:00:00.0000, -8.095587527551739E-01, -5.485329173409953E-01, -2.377890021669058E-01,  9.940952122533904E-03, -1.275029823992592E-02, -5.527807215089695E-03,
2458236.500000000, A.D. 2018-Apr-28 00:00:00.0000, -7.995016436908892E-01, -5.612030714845628E-01, -2.432820025993962E-01,  1.017276096320523E-02, -1.258947876269142E-02, -5.457960078991530E-03,
2458237.500000000, A.D. 2018-Apr-29 00:00:00.0000, -7.892142364351719E-01, -5.737108151737200E-01, -2.487044578868465E-01,  1.040155254021771E-02, -1.242547961387782E-02, -5.386719379029601E-03,
2458238.500000000, A.D. 2018-Apr-30 00:00:00.0000, -7.786995385897711E-01, -5.860529728990073E-01, -2.540549806655927E-01,  1.062734360567414E-02, -1.225830662652137E-02, -5.314096415513939E-03,
2458239.500000000, A.D. 2018-May-01 00:00:00.0000, -7.679605492360029E-01, -5.982263685189972E-01, -2.593321919025432E-01,  1.085013401947614E-02, -1.208795372638162E-02, -5.240096891329760E-03,
2458240.500000000, A.D. 2018-May-02 00:00:00.0000, -7.570002766752547E-01, -6.102278164337263E-01, -2.645347163602300E-01,  1.106990548606831E-02, -1.191440906778816E-02, -5.164723058917183E-03,
2458241.500000000, A.D. 2018-May-03 00:00:00.0000, -7.458217561896366E-01, -6.220541186372449E-01, -2.696611802049051E-01,  1.128662270048721E-02, -1.173766048549807E-02, -5.087975791389377E-03,
2458242.500000000, A.D. 2018-May-04 00:00:00.0000, -7.344280657301198E-01, -6.337020665155488E-01, -2.747102104942445E-01,  1.150023619490498E-02, -1.155769943273622E-02, -5.009856222649259E-03,
2458243.500000000, A.D. 2018-May-05 00:00:00.0000, -7.228223383188267E-01, -6.451684456616452E-01, -2.796804359998424E-01,  1.171068589303581E-02, -1.137452306414446E-02, -4.930366759627434E-03,
2458244.500000000, A.D. 2018-May-06 00:00:00.0000, -7.110077709476117E-01, -6.564500418884526E-01, -2.845704887142120E-01,  1.191790442160607E-02, -1.118813460500316E-02, -4.849511449471088E-03,
2458245.500000000, A.D. 2018-May-07 00:00:00.0000, -6.989876305922952E-01, -6.675436469398265E-01, -2.893790054483014E-01,  1.212181947558830E-02, -1.099854247302744E-02, -4.767295821422650E-03,
2458246.500000000, A.D. 2018-May-08 00:00:00.0000, -6.867652585156185E-01, -6.784460629533868E-01, -2.941046290880474E-01,  1.232235483086434E-02, -1.080575876824541E-02, -4.683726399374037E-03,
2458247.500000000, A.D. 2018-May-09 00:00:00.0000, -6.743440743060046E-01, -6.891541053716299E-01, -2.987460092941693E-01,  1.251942985319872E-02, -1.060979779149000E-02, -4.598810116332941E-03,
2458248.500000000, A.D. 2018-May-10 00:00:00.0000, -6.617275811408347E-01, -6.996646046699739E-01, -3.033018026730896E-01,  1.271295756994481E-02, -1.041067527703304E-02, -4.512553887505101E-03,
2458249.500000000, A.D. 2018-May-11 00:00:00.0000, -6.489193735753924E-01, -7.099744079747267E-01, -3.077706727196340E-01,  1.290284162860539E-02, -1.020840906302301E-02, -4.424964632177127E-03,
2458250.500000000, A.D. 2018-May-12 00:00:00.0000, -6.359231486503800E-01, -7.200803823724536E-01, -3.121512901379659E-01,  1.308897286487204E-02, -1.000302191402087E-02, -4.336050061040117E-03,
